"feature","DHMR001","DHMR002","DHMR003","DHMR004","DHMR009","DHMR010","DHMR011","DHMR012"
"Kif3a",653,1934,1276,1536,1816,2086,1829,1625
"Kif3b",1466,2907,2860,2978,3260,3075,3157,3093
"Kif3c",1022,2175,2136,1987,2163,2312,2599,2266
"Kif4",750,1253,827,1408,1211,655,477,808
"Kif5a",31,60,79,70,58,51,73,64
"Kif5b",2050,6520,4228,4411,4826,5051,4948,5400
"Kif5c",503,867,870,978,999,830,614,780
"Kif6",2,14,12,5,8,10,9,10
"Kif7",252,541,571,536,563,507,560,578
"Kif9",47,100,118,75,115,157,130,117
"Kifap3",2374,5281,4621,5178,5333,6069,5066,4660
"Kifc1",893,989,1024,1214,915,502,413,684
"Kifc2",47,85,67,84,122,112,91,105
"Kifc3",2123,3550,4581,4056,3443,2953,2755,3187
"Kifc5b",526,603,589,741,599,343,273,400
"Kin",258,565,435,577,573,585,503,548
"Kirrel",5472,10435,9334,10430,10594,10090,10838,10297
"Kirrel3",212,245,420,432,236,91,104,231
"Kiss1r",29,73,62,50,64,73,67,57
"Kitl",357,1750,588,821,1276,2005,2173,1702
"Kiz",525,1125,832,994,1200,1392,1146,1019
"Klb",1,2,4,4,2,2,3,7
"Klc1",4995,8863,10363,9212,9198,8616,8216,8701
"Klc2",1287,2482,2621,2329,2453,2400,2486,2388
"Klc3",95,170,171,172,204,187,152,131
"Klc4",476,967,1080,933,930,990,1071,971
"Klf1",7,6,6,9,5,4,5,7
"Klf10",2293,3191,3110,3725,3416,2554,2123,3232
"Klf11",533,1095,903,1102,1239,1398,1271,1226
"Klf12",15,40,32,38,55,65,48,39
"Klf13",2666,4216,3788,4459,4498,3871,3517,4037
"Klf15",15,52,19,24,41,75,126,124
"Klf16",663,1119,1052,1155,1099,1015,1000,1051
"Klf2",507,1175,713,828,1240,1610,1454,947
"Klf3",787,1930,1556,1686,1944,2035,1943,1684
"Klf4",727,2252,919,1138,2582,3813,4234,2988
"Klf5",875,1393,1583,1575,1583,1311,1106,1361
"Klf6",2763,7258,4235,5641,7946,8579,8141,7017
"Klf7",41,144,95,92,108,114,113,83
"Klf8",9,16,8,12,17,7,4,5
"Klf9",327,1126,658,723,974,1303,1625,1373
"Klhdc1",163,388,289,325,389,455,429,446
"Klhdc10",2762,4962,6197,5734,5103,4549,4531,4760
"Klhdc2",2892,5141,6100,5565,5085,5157,5558,5572
"Klhdc3",1687,3203,3743,3142,3053,2944,3216,3304
"Klhdc4",608,1095,1260,1097,1065,965,1022,1083
"Klhdc7a",6,8,10,5,11,2,3,5
"Klhdc8a",1209,1814,1873,2053,1786,1418,1385,1617
"Klhdc8b",145,283,254,252,281,272,268,252
"Klhdc9",159,252,333,283,244,211,265,295
"Klhl1",1,0,0,1,1,0,0,0
"Klhl10",8,20,14,16,23,10,18,30
"Klhl11",97,213,170,216,241,183,178,182
"Klhl12",771,1499,1679,1548,1573,1497,1435,1506
"Klhl13",554,1106,1154,1048,1365,1184,855,1093
"Klhl15",44,99,77,81,68,96,95,104
"Klhl17",391,753,770,793,756,784,847,809
"Klhl18",531,1075,1155,1047,1058,1018,1043,1036
"Klhl2",569,1121,1129,1107,1103,1084,1129,1243
"Klhl20",1057,1878,1958,2186,2083,1876,1912,2014
"Klhl21",1852,3747,4349,3715,3722,3676,4653,4518
"Klhl22",781,1394,1539,1544,1332,1235,1310,1416
"Klhl23",244,368,400,486,339,256,248,326
"Klhl24",742,2680,1708,1993,2534,3218,3313,2732
"Klhl25",644,1143,1289,1243,1043,977,1146,1186
"Klhl26",1257,2125,2556,2419,2102,1974,1981,2193
"Klhl28",63,187,101,133,163,163,147,142
"Klhl29",1,4,1,3,1,0,1,1
"Klhl3",2,8,1,3,3,2,2,6
"Klhl30",2666,6745,6224,4479,6869,8306,6285,5531
"Klhl31",372,764,767,805,813,798,477,553
"Klhl32",7,13,7,15,9,10,6,6
"Klhl33",51,119,119,115,94,103,80,96
"Klhl34",40,48,82,65,64,31,15,58
"Klhl35",0,0,2,0,2,0,0,2
"Klhl36",75,160,150,128,114,120,140,126
"Klhl38",3,7,4,6,6,8,4,9
"Klhl40",638,1302,1461,1112,1275,1260,938,1029
"Klhl41",6235,10759,15912,11933,11958,11434,8527,10617
"Klhl42",574,1050,1087,1228,1112,1129,1171,1223
"Klhl5",1488,2610,2888,2981,2926,2993,2660,2573
"Klhl6",3,11,5,7,4,6,6,4
"Klhl7",773,1626,1484,1830,1730,1858,1633,1756
"Klhl8",322,635,811,681,611,605,613,661
"Klhl9",1298,3254,2315,3109,3248,3612,2795,2798
"Klk10",37,31,57,59,47,45,27,36
"Klk11",10,9,23,16,15,15,7,4
"Klk12",0,0,1,1,0,1,1,0
"Klk1b16",2,0,2,3,0,0,0,0
"Klk1b22",10,35,26,26,43,36,47,43
"Klk1b27",2,1,3,2,1,1,0,1
"Klk1b9",1,0,0,2,0,0,0,2
"Klk8",0,4,3,1,3,5,1,5
"Klk9",0,2,1,0,1,3,0,1
"Klra2",6,23,17,7,20,16,23,27
"Klrb1a",24,17,13,34,22,17,6,11
"Klrg1",0,0,0,1,0,1,1,0
"Klrg2",30,78,62,51,67,73,70,76
"Kmo",1,0,1,1,0,1,0,0
"Kmt2a",1128,2877,1888,2578,2856,2824,2777,2533
"Kmt2b",793,1649,1559,1548,1668,1534,1629,1546
"Kmt2c",484,1418,845,1140,1306,1364,1182,1203
"Kmt2d",1375,3135,2688,2913,3248,3575,3372,3166
"Kmt2e",1107,3373,1788,2453,3025,3209,3115,2743
"Kndc1",2,3,2,3,1,4,2,2
"Kng1",3,59,17,7,72,103,893,822
"Kng2",76,1522,453,298,1561,2765,7858,6449
"Knop1",1262,2468,2341,2552,2786,2618,2574,2684
"Knstrn",1607,2208,1954,2605,2284,1285,968,1559
"Kntc1",646,949,570,1057,946,537,391,636
"Kpna1",1500,3174,3013,3180,3585,3559,3198,3434
"Kpna2",4525,5479,6046,6871,5724,3787,3365,4638
"Kpna3",1565,3702,2670,3524,3344,3508,2956,3213
"Kpna4",2152,4573,4336,4861,4722,4571,4170,4538
"Kpna6",3249,6203,7033,6419,6533,6170,6148,6043
"Kpnb1",11576,18214,21768,23059,20405,16445,17301,19630
"Kprp",0,3,1,0,2,7,3,1
"Kptn",204,377,322,349,358,351,326,324
"Kras",1432,3761,2679,3178,3286,3464,3026,3203
"Krba1",257,572,529,501,521,527,558,484
"Krcc1",889,2030,1667,2035,2023,2183,1914,2057
"Kremen1",7356,13061,12046,13327,12977,12903,11222,10939
"Kremen2",1,1,3,3,1,0,0,2
"Kri1",450,911,928,885,904,918,1074,1053
"Krit1",561,1482,1036,1280,1335,1333,1213,1353
"Krr1",692,1667,1260,1468,1718,1650,1389,1498
"Krt10",102,185,155,181,181,226,183,177
"Krt13",16,56,31,26,42,75,55,37
"Krt14",269,328,227,380,254,195,132,207
"Krt16",4,3,0,4,3,2,4,2
"Krt18",0,2,5,0,1,5,3,1
"Krt19",99,228,107,137,219,226,185,162
"Krt222",0,3,4,1,3,2,4,2
"Krt23",0,1,2,0,2,1,0,0
"Krt24",0,0,1,1,0,1,0,0
"Krt28",2,1,0,2,1,1,0,1
"Krt31",3,11,20,8,7,9,8,7
"Krt33a",1,0,2,2,0,1,0,0
"Krt33b",0,0,2,1,1,2,0,1
"Krt7",4,11,9,8,11,19,20,12
"Krt78",1,1,0,1,1,0,0,0
"Krt8",1,5,7,2,1,1,1,2
"Krt80",580,2016,793,917,2049,2792,3084,1994
"Krt9",2,3,10,4,3,2,0,3
"Krtcap2",1653,3408,3363,3165,3300,3718,4303,4031
"Krtcap3",39,74,75,83,88,85,68,71
"Ksr1",259,456,453,457,436,420,513,458
"Ksr2",1,2,0,2,2,1,1,2
"Kti12",447,729,871,831,818,720,742,824
"Ktn1",746,2394,1615,1708,2006,2263,2106,2211
"Kxd1",592,1389,1245,1142,1271,1492,1508,1304
"Ky",7,8,13,15,3,2,1,5
"L1cam",513,1532,597,843,1783,2188,2016,1135
"L2hgdh",364,650,680,815,737,644,558,687
"L3hypdh",192,363,414,395,326,304,298,334
"L3mbtl2",885,1412,1509,1519,1373,1251,1366,1488
"L3mbtl3",305,725,685,656,733,766,737,613
"l7Rn6",821,1513,1513,1502,1588,1610,1415,1569
"Lacc1",323,528,499,621,542,482,408,490
"Lace1",237,521,472,475,548,593,605,571
"Lactb",357,616,771,750,675,601,563,710
"Lactb2",598,1451,1197,1393,1478,1584,1509,1330
"Lad1",9,17,20,17,26,7,7,18
"Lag3",12,22,29,24,17,11,15,10
"Lage3",301,585,747,609,621,596,633,687
"Lama1",275,422,339,435,380,219,178,400
"Lama2",1624,3841,2786,3369,4130,4120,3286,2859
"Lama3",3,9,4,5,6,7,6,5
"Lama4",1009,2320,1797,1907,2319,2913,3067,2637
"Lama5",4900,10222,8813,8918,10408,10123,10982,9897
"Lamb1",7974,15687,15502,15909,16457,15915,19979,19208
"Lamb2",3633,6679,6538,6635,6454,6144,6259,6158
"Lamb3",884,1063,1507,1449,1123,546,367,933
"Lamc1",6290,11455,12312,12373,12247,10974,12513,12837
"Lamc2",373,928,785,683,989,989,831,772
"Lamc3",13,36,36,25,41,40,33,35
"Lamp1",17953,42616,40210,35049,41565,51557,53790,46475
"Lamp2",7502,20338,14570,17832,21278,26037,23939,21905
"Lamtor1",1301,2519,2667,2245,2292,2398,2536,2337
"Lamtor2",798,1641,1677,1613,1636,1588,1742,1703
"Lamtor3",1354,2181,2625,2326,2311,2305,2676,2617
"Lamtor4",445,879,1004,852,850,979,1022,899
"Lamtor5",1323,2676,2696,2480,2489,2580,2571,2672
"Lancl1",1039,2061,2104,2019,1887,2035,1987,2100
"Lancl2",458,879,828,995,907,852,819,861
"Lancl3",60,214,144,173,197,175,205,170
"Lap3",1879,3490,4020,3750,3601,3552,3642,3666
"Laptm4a",19886,41426,44424,40443,41854,43908,42663,41787
"Laptm4b",1855,3878,4042,3697,3660,3992,4270,4097
"Laptm5",1,1,1,1,3,0,0,0
"Large",1521,3349,3260,2984,3454,4071,4662,4137
"Larp1",3184,6846,6161,6589,7237,7257,7118,6739
"Larp1b",359,529,740,689,552,461,401,542
"Larp4",1064,3310,1939,2283,2505,2613,2502,2495
"Larp4b",920,2418,1612,2128,2235,2268,2267,2224
"Larp6",245,676,558,546,648,862,1277,956
"Larp7",691,1266,1157,1436,1262,1132,976,1103
"Lars",3157,6372,7148,6818,7090,7175,7229,7174
"Lars2",1651,2728,2881,2588,2498,2491,2549,2451
"Las1l",964,1627,2176,2069,1892,1661,1738,1864
"Lasp1",5997,11417,10484,11025,11028,10707,10982,9981
"Lat",4,12,6,5,3,10,13,6
"Lat2",29,48,33,53,60,60,45,45
"Lats1",1283,3720,2084,2926,3342,3417,3153,3158
"Lats2",1920,3665,3556,3825,3925,4093,3949,4006
"Lax1",5,10,9,15,17,9,6,14
"Layn",661,1311,1341,1288,1423,1471,2150,1985
"Lbh",2497,4719,4470,4524,4630,4819,4262,3851
"Lbp",109,254,302,199,299,226,209,268
"Lbr",1171,1969,1803,2227,2104,1813,1855,2147
"Lbx1",16,10,12,21,14,5,2,18
"Lbx2",2,2,2,3,5,5,4,4
"Lca5",185,452,376,420,440,387,374,410
"Lca5l",3,21,6,9,11,16,14,14
"Lcat",15,43,48,41,31,23,20,32
"Lce1f",1,1,1,1,1,0,0,1
"Lce1g",0,4,5,3,1,5,21,18
"Lck",8,27,29,23,27,23,48,48
"Lclat1",1838,3566,3453,3671,3875,4023,4189,3678
"Lcmt1",585,1024,1099,1096,1044,1036,997,994
"Lcmt2",256,440,405,402,423,497,487,461
"Lcn2",25,173,90,66,178,316,2044,1792
"Lcor",26,60,42,44,59,59,46,47
"Lcorl",82,202,168,163,175,213,201,197
"Lcp1",0,1,1,1,1,2,1,1
"Lct",6,3,2,8,7,3,1,1
"Lctl",12,19,22,22,20,25,11,16
"Ldah",1352,2639,2669,2566,2767,2699,2733,2810
"Ldb1",1753,3433,3824,3486,3344,3413,3863,3522
"Ldb3",1877,3419,4219,3494,3993,3932,2823,3384
"Ldha",31067,60185,44622,50157,58068,62583,60094,56563
"Ldhal6b",4,3,5,6,5,4,1,8
"Ldhb",308,617,806,628,572,541,553,601
"Ldhc",1,0,1,1,0,0,0,2
"Ldhd",4,3,11,11,8,15,12,10
"Ldlr",4606,8963,8130,8259,9070,9435,10241,9268
"Ldlrad2",1,1,3,1,3,1,1,2
"Ldlrad3",1765,3125,3770,3433,3453,3660,3609,3939
"Ldlrad4",423,750,767,800,743,551,571,676
"Ldlrap1",1054,1908,2054,2041,1855,1808,1907,1932
"Ldoc1l",67,116,71,93,111,101,89,97
"Leap2",2,7,1,2,2,5,4,2
"Lef1",492,966,870,929,967,940,914,930
"Lefty1",1,6,8,2,7,3,8,1
"Lekr1",18,56,35,54,71,71,58,57
"Lemd1",0,1,2,3,1,5,1,2
"Lemd2",1641,3247,3338,3115,3292,3500,3970,3835
"Lemd3",574,1223,990,1197,1313,1302,1195,1281
"Lenep",24,77,55,60,53,82,74,56
"Leng1",215,388,493,426,413,321,399,445
"Leng8",777,1765,1824,1773,1947,2052,2130,1976
"Leng9",101,164,172,172,172,153,172,162
"Leo1",616,1202,1228,1266,1365,1247,1099,1295
"Lepr",4,13,7,9,16,11,10,20
"Leprot",2863,5063,5032,4979,5143,5206,5093,5001
"Leprotl1",1652,3432,3351,3289,3576,4356,4521,4409
"Letm1",1294,2380,2847,2528,2410,2343,2838,2863
"Letm2",76,197,213,174,229,239,226,188
"Letmd1",618,1112,1053,1120,1200,1146,1138,1100
"Lfng",372,434,471,586,430,281,225,327
"Lgals1",49465,90295,93735,88925,86318,79887,67931,72574
"Lgals12",5,3,5,7,5,3,2,8
"Lgals2",66,97,82,91,106,101,99,115
"Lgals3",7373,20547,15973,13841,19944,25875,36333,29777
"Lgals3bp",1456,3178,2295,2467,3591,3364,3605,3020
"Lgals4",5,3,6,4,1,5,5,3
"Lgals7",1,0,3,4,0,0,0,0
"Lgals8",1908,3646,3563,3799,4040,4147,4266,4358
"Lgals9",1290,2461,2367,2570,2292,2093,2258,2208
"Lgalsl",195,459,277,374,465,538,407,386
"Lgi2",6,12,14,15,10,24,23,14
"Lgi3",1,3,4,7,5,4,7,5
"Lgi4",8,13,11,15,4,6,7,15
"Lgmn",3652,8484,8158,7337,7897,9215,11650,9714
"Lgr4",492,964,832,1036,998,1147,1005,933
"Lgr5",60,59,69,92,51,5,4,57
"Lgr6",10,13,40,27,19,21,23,30
"Lhfp",2110,3994,4049,4328,3869,4262,4400,3954
"Lhfpl1",2,4,3,2,5,1,0,0
"Lhfpl2",1976,3920,3855,3704,4043,4102,5149,4983
"Lhfpl4",6,11,4,10,20,10,8,14
"Lhpp",80,156,146,132,141,164,148,125
"Lhx2",28,45,23,41,42,25,22,27
"Lhx6",255,411,403,479,410,363,359,400
"Lhx8",5,12,33,17,16,21,34,30
"Lhx9",131,197,184,252,157,132,100,131
"Lias",691,1243,1572,1428,1331,1237,1249,1372
"Lif",589,800,588,834,974,704,578,929
"Lifr",2467,6219,4066,5475,6158,6806,5273,5016
"Lig1",1199,1549,1461,1882,1574,956,870,1180
"Lig3",1343,2705,2833,2776,3001,2796,2733,2794
"Lig4",155,424,327,354,375,378,366,407
"Lilr4b",1,1,1,1,1,6,11,20
"Lilrb4a",1,2,0,2,4,9,33,20
"Lima1",7752,15416,18771,18413,16918,16999,16748,16677
"Limch1",96,149,220,155,227,77,65,214
"Limd1",1587,2943,3334,3163,2860,2969,3168,3154
"Limd2",896,1404,1524,1584,1354,1101,1087,1315
"Lime1",295,530,554,596,575,622,611,561
"Limk1",747,1795,1599,1462,1734,1753,1668,1411
"Limk2",1057,1918,2473,2174,1958,1724,1936,2201
"Lims1",3030,8490,5678,7458,7057,7272,5982,6309
"Lims2",93,226,200,192,185,277,348,344
"Lin28a",3,3,7,2,3,3,1,1
"Lin37",352,663,768,677,622,633,603,575
"Lin52",235,446,544,491,513,501,549,607
"Lin54",264,598,459,541,604,531,471,516
"Lin7a",3,6,3,8,4,3,4,1
"Lin7b",2,2,6,1,17,10,8,3
"Lin7c",739,2153,1107,1670,1702,1730,1524,1718
"Lin9",241,493,315,462,473,345,262,420
"Linc-md1",39,70,198,134,67,48,71,80
"Lincenc1",5,5,5,8,7,4,5,8
"Lincpint",1,4,1,1,3,2,3,3
"Lincppara",162,218,185,246,234,248,214,199
"Lingo1",35,46,55,58,46,28,17,45
"Lingo2",15,22,9,21,14,15,10,9
"Lingo3",1,3,3,2,4,2,5,8
"Lingo4",10,32,17,15,21,2,1,10
"Lins",371,599,615,674,664,603,603,643
"Lipa",1762,3694,3269,3361,3716,4234,4290,3833
"Lipc",5,15,7,13,18,16,16,21
"Lipe",273,358,462,472,329,320,390,391
"Lipg",87,99,87,134,119,45,50,102
"Liph",2,7,7,7,2,8,7,8
"Lipk",0,2,3,2,0,0,0,0
"Lipm",2,1,0,3,1,0,0,0
"Lipn",0,0,1,0,3,2,0,2
"Lipt1",202,333,352,421,323,280,278,331
"Lipt2",53,108,82,90,81,86,94,94
"Litaf",3615,8299,7340,7038,7636,9570,10576,9081
"Lix1",370,582,494,671,493,432,198,338
"Lix1l",3545,6273,7718,7251,6007,5992,6283,6109
"Llgl1",2110,3951,3867,3795,3785,3767,3920,3796
"Llgl2",20,25,23,27,22,19,25,24
"Llph",732,931,1041,1006,1120,1047,1049,1121
"Lman1",5071,10295,8782,11382,10785,11130,9779,10163
"Lman1l",156,243,232,235,258,260,221,206
"Lman2",5595,10653,11016,10533,10250,9839,10261,10383
"Lman2l",837,1756,1550,1553,1619,1814,1676,1511
"Lmbr1",254,665,554,587,670,787,898,833
"Lmbr1l",314,660,656,615,549,688,775,743
"Lmbrd1",1539,3657,3140,3145,3819,4444,4509,4176
"Lmbrd2",96,413,216,216,321,286,285,279
"Lmcd1",543,975,930,927,820,838,821,868
"Lmf1",774,1555,1332,1305,1439,1657,1614,1509
"Lmf2",3314,5502,5268,5730,5313,5017,5041,5040
"Lmln",55,158,115,121,160,159,111,145
"Lmna",23822,38494,46855,44297,37632,31138,28925,31567
"Lmnb1",1590,2033,2000,2639,2273,1228,955,1396
"Lmnb2",2941,4311,4938,5262,4557,3297,2686,3349
"Lmntd2",0,3,1,1,3,3,2,1
"Lmo1",16,26,21,33,32,16,22,39
"Lmo2",4,12,6,11,7,12,5,3
"Lmo4",1222,2481,2386,2431,2611,3140,3733,3464
"Lmo7",2522,5429,4701,4734,6271,6458,5008,4833
"Lmod1",675,914,1373,1434,965,783,633,775
"Lmod2",672,1493,1670,1399,1578,1752,1152,1463
"Lmod3",872,2036,2062,1873,2288,2296,1586,1880
"Lmtk2",615,1247,1022,1133,1323,1267,1285,1337
"Lmtk3",10,24,18,22,34,34,31,19
"Lnp",421,1173,807,979,1042,1157,981,1032
"Lnpep",486,1839,924,1247,1331,1264,1290,1126
"Lnx1",154,275,179,252,280,289,227,190
"Lnx2",356,600,696,726,642,612,590,586
"LOC100049077",0,1,0,2,1,1,1,1
"LOC100503496",1,2,2,3,1,5,4,2
"LOC100504703",1,1,5,2,2,2,1,5
"LOC100505025",7,14,17,17,13,10,7,12
"LOC105246506",8,5,8,9,2,6,11,3
"LOC106740",156,341,300,353,380,460,410,448
"Loh12cr1",201,403,515,416,352,378,476,467
"Lonp1",2570,5414,4817,4728,5317,6397,7068,6019
"Lonp2",3044,5596,5879,5764,5625,5280,5202,5434
"Lonrf1",206,396,349,413,423,455,444,419
"Lonrf3",72,216,95,140,144,205,274,271
"Lor",5,7,2,5,7,6,5,8
"Lox",21029,59247,39114,49930,57373,67174,57245,58567
"Loxhd1",5,12,2,8,10,6,8,9
"Loxl1",9053,15257,15541,16274,14318,12954,11867,13671
"Loxl2",1411,2448,1939,2313,2762,2621,2324,2371
"Loxl3",2204,3672,3382,3796,3617,3016,2885,3138
"Loxl4",882,1363,1418,1654,1299,978,1000,1390
"Lpar1",1618,3033,3466,3593,3421,3287,3129,3497
"Lpar2",46,98,97,82,119,100,107,112
"Lpar3",245,342,452,484,330,196,131,266
"Lpar4",62,165,155,151,128,105,161,225
"Lpar6",122,249,261,301,273,295,223,246
"Lpcat1",393,709,581,642,661,618,689,611
"Lpcat2",26,48,28,53,43,56,54,64
"Lpcat2b",0,2,1,1,3,2,0,2
"Lpcat3",1438,2791,3022,2740,2721,2776,2771,2674
"Lpcat4",298,513,678,601,508,465,534,545
"Lpgat1",2007,5952,3852,4557,5765,7231,8503,7481
"Lpin1",383,670,818,776,797,863,1061,943
"Lpin2",1153,2251,2065,2270,2360,2424,2251,2046
"Lpin3",1432,2906,2789,2607,2861,2753,2540,2493
"Lpl",931,2693,2810,2809,2712,2972,2948,2981
"Lpp",1849,6094,2724,4398,4874,5046,3946,3970
"Lppos",27,45,46,42,44,54,54,40
"Lppr2",675,1303,1360,1287,1226,1337,1353,1345
"Lppr3",226,615,427,432,581,744,819,622
"Lppr4",0,0,1,0,0,1,1,2
"Lpxn",2,8,10,3,3,3,2,2
"Lrba",509,1121,988,1098,1227,1220,1018,1053
"Lrch1",886,1807,1765,1952,1906,1981,1832,1812
"Lrch2",141,448,254,310,308,305,329,351
"Lrch3",800,1542,1303,1651,1610,1611,1568,1505
"Lrfn1",1,1,0,1,0,2,2,1
"Lrfn3",276,465,450,476,472,491,466,423
"Lrfn4",669,1406,1269,1259,1290,1421,1551,1402
"Lrguk",5,12,5,6,16,12,21,13
"Lrif1",228,595,409,460,493,717,700,697
"Lrig1",2719,5689,4254,4980,5389,5725,5937,5069
"Lrig2",661,1727,1286,1514,1822,2173,2202,2042
"Lrig3",1148,1975,1727,2044,1989,1830,1786,2001
"Lrmp",2,5,3,4,2,1,3,1
"Lrp1",28938,72796,51354,54159,74209,80660,91162,71365
"Lrp10",4679,9532,8919,8245,8891,10033,10043,9212
"Lrp11",415,794,808,728,808,758,622,698
"Lrp12",1328,2458,2592,2663,2759,2848,3237,3104
"Lrp2",2,4,4,3,7,7,8,10
"Lrp2bp",1,17,5,7,24,31,20,6
"Lrp4",3077,6198,6441,6160,6134,6017,4936,4962
"Lrp5",3871,8418,6870,7360,8034,9433,9622,8143
"Lrp6",1266,3625,2280,3033,3279,3492,3246,3015
"Lrp8",209,447,243,339,506,457,564,550
"Lrpap1",2463,4853,6277,5266,4696,4955,5689,5570
"Lrpprc",1497,3002,3169,3151,3083,3102,3135,3217
"Lrr1",95,98,93,144,101,59,35,97
"Lrrc1",306,518,620,627,585,521,473,582
"Lrrc10b",14,43,104,59,41,40,40,37
"Lrrc14",688,1343,1411,1346,1281,1337,1394,1417
"Lrrc14b",43,91,91,79,77,94,88,80
"Lrrc15",38,75,131,106,56,29,35,49
"Lrrc16a",539,951,939,1095,1025,1045,974,1027
"Lrrc16b",2,5,3,4,2,2,2,4
"Lrrc17",4548,5962,8447,8917,6160,4350,3544,4710
"Lrrc19",4,5,5,7,8,9,8,5
"Lrrc2",15,39,33,28,37,36,28,39
"Lrrc20",745,1571,1648,1442,1611,1607,1725,1650
"Lrrc23",3,11,6,10,6,12,16,8
"Lrrc24",35,69,72,77,64,73,77,92
"Lrrc26",1,3,6,2,8,3,3,3
"Lrrc27",96,171,135,148,207,203,220,193
"Lrrc28",446,696,752,786,728,650,603,727
"Lrrc29",36,87,113,96,79,73,98,81
"Lrrc3",1,1,0,2,1,0,0,2
"Lrrc30",18,34,38,25,36,25,15,25
"Lrrc32",499,920,737,773,879,892,723,789
"Lrrc34",4,3,1,9,10,10,11,6
"Lrrc39",141,273,310,277,296,267,192,231
"Lrrc4",35,40,42,51,52,26,26,32
"Lrrc40",741,1300,1285,1512,1322,1121,1011,1258
"Lrrc41",2520,4475,5193,4769,4290,4184,4248,4337
"Lrrc42",1070,1802,2159,1958,1811,1730,1780,1776
"Lrrc45",536,1096,882,978,1066,1146,1102,1118
"Lrrc46",21,55,35,41,34,41,29,29
"Lrrc47",770,1498,1482,1337,1513,1349,1495,1515
"Lrrc48",0,8,4,4,9,9,4,6
"Lrrc49",458,827,774,901,886,1003,1145,1087
"Lrrc4c",123,232,165,253,211,166,138,193
"Lrrc51",78,167,121,124,159,203,195,177
"Lrrc55",9,24,22,10,28,16,11,40
"Lrrc56",30,81,65,53,68,70,57,63
"Lrrc57",458,725,845,847,899,896,854,923
"Lrrc58",1350,4204,2091,2977,3530,4458,3568,3401
"Lrrc59",6944,11769,13304,12695,11902,10539,10864,11542
"Lrrc61",207,401,331,319,332,411,409,345
"Lrrc66",1,3,3,3,7,5,5,3
"Lrrc7",0,0,0,0,1,2,0,1
"Lrrc71",2,9,8,2,5,8,6,9
"Lrrc73",32,68,73,71,46,73,56,61
"Lrrc74b",5,24,14,12,14,26,30,24
"Lrrc75a",438,748,794,799,686,646,661,679
"Lrrc75b",442,747,893,951,701,567,644,788
"Lrrc8a",972,1916,1743,1811,1884,1755,2032,2024
"Lrrc8b",191,359,223,300,406,348,301,264
"Lrrc8c",337,580,503,615,658,569,521,559
"Lrrc8d",320,658,640,594,691,728,868,860
"Lrrc8e",206,350,345,376,320,359,377,395
"Lrrc9",0,1,0,1,4,0,1,2
"Lrrcc1",155,334,252,293,334,404,362,385
"Lrrd1",16,14,14,18,7,14,13,13
"Lrrfip1",3277,6521,6178,6890,7327,7439,6599,6239
"Lrrfip2",862,1715,1751,1833,1854,1923,2103,2007
"Lrriq3",11,15,18,19,26,22,27,18
"Lrrk1",3142,5661,6465,6084,5582,4741,4676,5189
"Lrrk2",853,2237,1396,1900,2157,2144,2074,2003
"Lrrn1",1621,3539,3815,3486,4041,4675,3219,3052
"Lrrn2",3,7,5,4,3,2,3,2
"Lrrn3",13,38,24,37,21,17,24,23
"Lrrn4",0,0,0,0,1,1,1,0
"Lrrn4cl",32,77,51,58,85,115,106,92
"Lrrtm2",29,56,20,59,45,28,20,35
"Lrrtm3",1,0,0,1,0,1,0,0
"Lrrtm4",0,0,1,0,2,0,1,2
"Lrsam1",455,1101,1048,890,1063,1086,1160,1037
"Lrtm1",10,9,19,16,16,3,1,20
"Lrtm2",1,0,1,3,2,1,0,1
"Lrwd1",614,1189,1174,1137,1121,1055,1118,1066
"Lsg1",1230,2303,2817,2477,2422,2365,2498,2550
"Lsm1",609,1119,1216,1121,1121,1049,1195,1233
"Lsm10",314,621,630,581,600,719,778,624
"Lsm11",450,705,731,840,723,654,653,786
"Lsm12",750,1195,1298,1432,1430,1342,1236,1323
"Lsm14a",3182,6165,5687,6411,6847,6746,6375,6639
"Lsm14b",1747,3239,3531,3395,3361,3098,3652,3597
"Lsm2",581,938,998,1031,824,699,738,798
"Lsm3",685,1153,1194,1250,1090,892,886,1006
"Lsm4",655,1045,1147,1174,1039,918,902,979
"Lsm5",381,639,669,709,704,558,496,600
"Lsm6",1708,2497,3307,3335,2506,1917,1936,2505
"Lsm7",434,652,762,723,652,559,612,638
"Lsm8",646,1007,1190,1241,1107,961,1072,1190
"Lsmem1",2,2,8,4,6,5,3,6
"Lsp1",3291,5182,5305,5495,5482,4584,3735,4230
"Lsr",6,20,16,16,17,28,42,16
"Lss",788,1564,1047,1291,1740,1676,1871,1592
"Lst1",2,3,6,3,0,2,3,8
"Lta",1,9,4,3,11,6,10,9
"Lta4h",2514,4797,4871,4739,4718,4542,4466,4562
"Ltb4r1",0,0,1,0,0,0,2,2
"Ltb4r2",1,0,0,2,2,0,0,1
"Ltbp1",4653,7637,10060,9874,7822,7012,8558,9252
"Ltbp2",6030,11678,10809,11740,11969,11597,12469,11872
"Ltbp3",8988,17072,15619,16396,16460,17015,16875,15940
"Ltbp4",3042,5212,4483,5299,5104,4175,3525,3583
"Ltbr",2127,4513,4435,4130,4197,4884,5812,5332
"Ltc4s",63,83,106,106,79,77,57,73
"Ltk",0,1,1,0,2,2,0,0
